project_key,usability_label,accuracy_xgboost,confusion_matrix_xgboost,classification_report_xgboost,area_under_pre_recall_curve_xgboost,avg_precision_xgboost,area_under_roc_curve_xgboost,y_pred_xgboost,num_trees,max_features,max_depth,min_samples_split,min_samples_leaf,random_state,learning_rate,subsample
Qt,is_change_text_num_words_20,0.49957698815566837,"[[6.15978426e+02 5.21573604e-01]
 [6.16500000e+02 0.00000000e+00]]","              precision    recall  f1-score   support

           0       0.50      1.00      0.67 616.4999999999919
           1       0.00      0.00      0.00 616.4999999999999

    accuracy                           0.50 1232.9999999999918
   macro avg       0.25      0.50      0.33 1232.9999999999918
weighted avg       0.25      0.50      0.33 1232.9999999999918
",0.7172368175881568,0.7335352135545766,0.7596297402209596,[0 0 0 ... 0 0 0],400,sqrt,50,20,10,15,0.05,0.9
