project_key,usability_label,accuracy_xgboost,confusion_matrix_xgboost,classification_report_xgboost,area_under_pre_recall_curve_xgboost,avg_precision_xgboost,area_under_roc_curve_xgboost,y_pred_xgboost,num_trees,max_features,max_depth,min_samples_split,min_samples_leaf,random_state,learning_rate,subsample
Qt,is_change_text_num_words_10,0.5213716623600345,"[[600.03875969  16.46124031]
 [573.6875      42.8125    ]]","              precision    recall  f1-score   support

           0       0.51      0.97      0.67 616.4999999999927
           1       0.72      0.07      0.13     616.5

    accuracy                           0.52 1232.9999999999927
   macro avg       0.62      0.52      0.40 1232.9999999999927
weighted avg       0.62      0.52      0.40 1232.9999999999927
",0.6526544306506811,0.6639207498029711,0.7011077615082775,[0 0 0 ... 0 0 0],400,sqrt,50,20,10,15,0.05,0.9
