,issue_key1,issue_key2,time_add_to_sprint,created,from_string,to_string,field,if_before
1259,DAOS-425,,2017-11-23 17:42:21,,,,,
1260,DAOS-426,,2017-12-05 17:21:35,,,,,
1261,DAOS-427,,2017-12-05 17:23:07,,,,,
1262,DAOS-429,,2017-12-05 17:14:30,,,,,
1263,DAOS-43,,2016-04-06 05:31:25,,,,,
1264,DAOS-430,,2017-12-05 17:17:22,,,,,
1265,DAOS-4300,,2020-06-29 15:52:31,,,,,
1266,DAOS-431,,2017-12-05 17:17:39,,,,,
1267,DAOS-432,,2017-12-05 17:18:47,,,,,
1268,DAOS-433,,2017-12-05 17:32:15,,,,,
1269,DAOS-434,,2017-12-05 17:33:23,,,,,
1270,DAOS-435,,2017-12-05 17:34:30,,,,,
1271,DAOS-436,,2017-12-05 17:35:42,,,,,
1272,DAOS-437,,2017-12-05 17:37:11,,,,,
1273,DAOS-438,,2017-12-05 17:37:35,,,,,
1274,DAOS-4388,,2020-08-13 14:35:35,,,,,
1275,DAOS-439,,2017-12-05 17:37:51,,,,,
1276,DAOS-44,,2016-04-06 05:32:45,,,,,
1277,DAOS-441,,2017-12-05 17:41:20,,,,,
1278,DAOS-442,,2017-12-05 17:42:53,,,,,
1279,DAOS-443,,2017-12-05 17:49:00,,,,,
1280,DAOS-4432,,2020-03-29 17:23:12,,,,,
1281,DAOS-4468,,2020-04-02 10:17:01,,,,,
1282,DAOS-448,,2017-12-18 17:15:20,,,,,
1283,DAOS-449,,2017-12-18 17:18:43,,,,,
1284,DAOS-45,,2016-04-06 05:33:47,,,,,
1285,DAOS-450,,2017-12-18 17:19:57,,,,,
1286,DAOS-451,,2017-12-18 17:26:07,,,,,
1287,DAOS-452,,2017-12-18 17:27:05,,,,,
1288,DAOS-453,,2017-12-18 17:30:36,,,,,
1289,DAOS-454,,2017-12-18 17:32:50,,,,,
1290,DAOS-455,,2017-12-18 17:33:20,,,,,
1291,DAOS-456,,2017-12-18 17:34:55,,,,,
1292,DAOS-457,,2017-12-18 17:35:58,,,,,
1293,DAOS-458,,2017-12-18 17:37:22,,,,,
1294,DAOS-459,,2017-12-18 17:37:48,,,,,
1295,DAOS-46,,2016-04-06 05:35:20,,,,,
1296,DAOS-461,,2018-01-03 22:43:16,,,,,
1297,DAOS-4612,,2020-04-17 07:32:42,,,,,
1298,DAOS-4631,,2020-04-20 09:19:42,,,,,
1299,DAOS-467,,2018-01-08 17:21:17,,,,,
1300,DAOS-468,,2018-01-08 17:23:57,,,,,
1301,DAOS-4686,,2020-04-28 08:13:41,,,,,
1302,DAOS-4688,,2020-04-28 08:30:21,,,,,
1303,DAOS-469,,2018-01-08 17:28:28,,,,,
1304,DAOS-4694,,2020-09-03 10:16:21,,,,,
1305,DAOS-47,,2016-04-06 12:53:03,,,,,
1306,DAOS-470,,2018-01-08 17:29:44,,,,,
1307,DAOS-471,,2018-01-16 06:05:58,,,,,
1308,DAOS-472,,2018-01-16 17:16:44,,,,,
1309,DAOS-4745,,2020-08-21 15:57:36,,,,,
1310,DAOS-477,,2018-01-16 17:17:19,,,,,
1311,DAOS-4774,,2020-08-10 09:59:49,,,,,
1312,DAOS-4778,,2020-08-05 15:00:46,,,,,
1313,DAOS-4779,,2020-08-10 10:14:39,,,,,
1314,DAOS-478,,2018-01-16 17:18:25,,,,,
1315,DAOS-4780,,2020-08-06 15:22:31,,,,,
1316,DAOS-4782,,2020-08-10 09:24:55,,,,,
1317,DAOS-479,,2018-01-16 17:23:53,,,,,
1318,DAOS-48,,2016-04-06 05:39:31,,,,,
1319,DAOS-480,,2018-01-16 17:25:25,,,,,
1320,DAOS-4801,,2020-08-10 10:49:52,,,,,
1321,DAOS-4802,,2020-08-10 10:47:43,,,,,
1322,DAOS-481,,2018-01-16 17:28:17,,,,,
1323,DAOS-4819,,2020-08-10 13:27:47,,,,,
1324,DAOS-482,,2018-01-16 17:30:36,,,,,
1325,DAOS-4822,,2020-08-13 15:02:27,,,,,
1326,DAOS-4823,,2020-08-12 15:51:07,,,,,
1327,DAOS-4826,,2020-08-13 10:55:28,,,,,
1328,DAOS-4829,,2020-08-10 16:46:19,,,,,
1329,DAOS-4832,,2020-08-12 15:49:14,,,,,
1330,DAOS-4836,,2020-05-13 10:13:52,,,,,
1331,DAOS-4837,,2020-05-13 10:22:22,,,,,
1332,DAOS-4839,,2020-05-13 11:40:20,,,,,
1333,DAOS-4840,,2020-05-13 12:38:03,,,,,
1334,DAOS-4841,,2020-05-13 12:48:31,,,,,
1335,DAOS-4844,,2020-09-21 10:53:24,,,,,
1336,DAOS-4858,,2020-05-14 09:48:32,,,,,
1337,DAOS-4859,,2020-05-14 11:41:16,,,,,
1338,DAOS-4867,,2020-08-06 14:47:02,,,,,
1339,DAOS-4869,,2020-08-10 11:04:43,,,,,
1340,DAOS-4872,,2020-08-13 15:02:27,,,,,
1341,DAOS-4873,,2020-11-10 09:48:09,,,,,
1342,DAOS-4875,,2020-08-10 14:02:44,,,,,
1343,DAOS-488,,2018-01-29 17:12:05,,,,,
1344,DAOS-4882,,2020-12-17 16:08:17,,,,,
1345,DAOS-4883,,2020-12-17 16:09:52,,,,,
1346,DAOS-4884,,2020-12-17 16:08:24,,,,,
1347,DAOS-489,,2018-01-29 17:15:03,,,,,
1348,DAOS-4893,,2020-08-10 16:45:10,,,,,
1349,DAOS-49,,2016-04-06 05:40:31,,,,,
1350,DAOS-490,,2018-01-29 17:20:09,,,,,
1351,DAOS-4902,,2020-08-10 10:16:30,,,,,
1352,DAOS-4905,,2020-10-20 10:38:54,,,,,
1353,DAOS-4906,DAOS-4906,2020-08-07 08:59:45,2021-09-13 16:17:44,,This issue is cloned by DAOS-8539,Link,0.0
1354,DAOS-4906,DAOS-4906,2020-08-07 08:59:45,2021-09-13 10:53:12,This issue verifies SRS-353,,Link,0.0
1355,DAOS-4907,,2020-08-10 16:43:12,,,,,
1356,DAOS-4908,,2020-08-10 16:42:02,,,,,
1357,DAOS-4909,,2020-08-10 16:29:22,,,,,
1358,DAOS-491,,2018-01-29 17:25:33,,,,,
1359,DAOS-4910,,2020-08-10 15:09:16,,,,,
1360,DAOS-4911,,2020-08-10 15:01:22,,,,,
1361,DAOS-4912,,2020-08-10 14:58:11,,,,,
1362,DAOS-492,,2018-01-29 17:27:09,,,,,
1363,DAOS-493,,2018-01-29 17:29:04,,,,,
1364,DAOS-494,,2018-01-29 17:32:04,,,,,
1365,DAOS-495,,2018-01-29 17:32:51,,,,,
1366,DAOS-496,,2018-01-29 17:34:51,,,,,
1367,DAOS-497,,2018-01-29 17:35:15,,,,,
1368,DAOS-498,,2018-01-29 17:37:28,,,,,
1369,DAOS-4983,,2020-08-06 16:00:32,,,,,
1370,DAOS-499,,2018-01-29 17:38:25,,,,,
1371,DAOS-50,,2016-04-06 05:41:15,,,,,
1372,DAOS-500,,2018-01-29 17:42:38,,,,,
1373,DAOS-501,,2018-01-29 17:44:12,,,,,
1374,DAOS-502,,2018-02-22 14:05:12,,,,,
1375,DAOS-5020,,2018-11-08 13:44:56,,,,,
1376,DAOS-503,,2018-03-27 16:16:42,,,,,
1377,DAOS-5038,,2020-10-20 10:28:45,,,,,
1378,DAOS-5044,,2020-06-29 15:52:35,,,,,
1379,DAOS-507,,2018-03-06 08:34:32,,,,,
1380,DAOS-5080,,2020-08-10 14:56:59,,,,,
1381,DAOS-5083,,2020-08-10 10:45:33,,,,,
1382,DAOS-5095,,2020-08-10 10:44:15,,,,,
1383,DAOS-5099,,2020-08-10 14:52:08,,,,,
1384,DAOS-51,,2016-04-06 05:42:30,,,,,
1385,DAOS-510,,2018-02-13 16:42:18,,,,,
1386,DAOS-5101,,2020-08-13 15:02:27,,,,,
1387,DAOS-5114,,2020-08-07 08:47:05,,,,,
1388,DAOS-5150,,2020-06-29 15:52:28,,,,,
1389,DAOS-5156,,2020-08-10 14:54:27,,,,,
1390,DAOS-5157,,2020-08-10 10:41:50,,,,,
1391,DAOS-5167,,2020-08-13 10:53:24,,,,,
1392,DAOS-5168,,2020-08-13 15:05:29,,,,,
1393,DAOS-5172,,2020-08-13 15:05:29,,,,,
1394,DAOS-5174,,2020-08-10 10:40:37,,,,,
1395,DAOS-5175,,2020-08-10 10:35:30,,,,,
1396,DAOS-518,,2018-03-14 11:54:29,,,,,
1397,DAOS-520,,2018-02-13 16:49:02,,,,,
1398,DAOS-521,,2018-02-13 16:49:02,,,,,
1399,DAOS-5228,,2020-08-13 15:02:27,,,,,
1400,DAOS-5235,,2020-08-13 14:35:35,,,,,
1401,DAOS-524,,2018-03-13 13:15:10,,,,,
1402,DAOS-5243,,2020-08-10 14:13:20,,,,,
1403,DAOS-5246,,2020-10-22 14:31:59,,,,,
1404,DAOS-526,,2018-02-20 14:53:59,,,,,
1405,DAOS-527,,2018-02-13 17:29:45,,,,,
1406,DAOS-528,,2018-02-13 17:29:47,,,,,
1407,DAOS-529,,2018-02-13 16:42:51,,,,,
1408,DAOS-53,,2016-04-06 05:45:36,,,,,
1409,DAOS-5317,,2020-08-10 14:20:06,,,,,
1410,DAOS-534,,2018-02-13 16:20:54,,,,,
1411,DAOS-535,,2018-02-13 16:29:34,,,,,
1412,DAOS-536,,2018-02-13 16:29:19,,,,,
1413,DAOS-5363,,2020-08-13 14:06:26,,,,,
1414,DAOS-537,,2018-02-13 16:53:39,,,,,
1415,DAOS-538,,2018-02-13 16:54:36,,,,,
1416,DAOS-539,,2018-02-13 16:59:13,,,,,
1417,DAOS-54,,2016-04-06 05:46:34,,,,,
1418,DAOS-540,,2018-02-13 17:19:36,,,,,
1419,DAOS-5409,,2020-08-06 12:27:17,,,,,
1420,DAOS-541,,2018-02-13 17:19:36,,,,,
1421,DAOS-542,,2018-02-13 17:19:36,,,,,
1422,DAOS-5442,,2020-10-23 17:19:02,,,,,
1423,DAOS-5443,,2020-08-12 16:01:48,,,,,
1424,DAOS-545,,2018-02-13 17:24:43,,,,,
1425,DAOS-546,,2018-02-13 17:24:43,,,,,
1426,DAOS-548,,2018-02-13 17:29:19,,,,,
1427,DAOS-549,,2018-02-13 17:32:19,,,,,
1428,DAOS-550,,2018-02-13 17:34:11,,,,,
1429,DAOS-5508,,2020-08-21 16:00:02,,,,,
1430,DAOS-551,,2018-02-13 17:34:43,,,,,
1431,DAOS-5511,,2020-08-21 16:00:02,,,,,
1432,DAOS-5514,,2020-08-21 16:00:03,,,,,
1433,DAOS-5515,,2020-08-26 15:58:31,,,,,
1434,DAOS-5522,,2020-08-27 09:56:15,,,,,
1435,DAOS-556,,2018-02-20 14:02:01,,,,,
1436,DAOS-5562,,2020-10-20 10:55:01,,,,,
1437,DAOS-5563,,2020-10-20 10:51:22,,,,,
1438,DAOS-557,,2018-02-21 09:34:54,,,,,
1439,DAOS-559,,2018-03-05 15:06:21,,,,,
1440,DAOS-56,,2016-04-06 05:49:42,,,,,
1441,DAOS-562,,2018-02-26 07:58:48,,,,,
1442,DAOS-564,,2018-02-27 16:41:27,,,,,
1443,DAOS-565,,2018-04-10 09:04:53,,,,,
1444,DAOS-566,,2018-02-27 16:53:56,,,,,
1445,DAOS-567,,2018-03-27 16:29:27,,,,,
1446,DAOS-569,,2018-05-31 13:34:35,,,,,
1447,DAOS-57,,2016-04-06 05:54:12,,,,,
1448,DAOS-570,,2018-03-27 16:29:31,,,,,
1449,DAOS-571,,2018-06-13 11:17:47,,,,,
1450,DAOS-573,,2018-08-28 14:10:08,,,,,
1451,DAOS-577,,2018-02-27 17:16:26,,,,,
1452,DAOS-578,,2018-02-27 16:24:40,,,,,
1453,DAOS-579,,2018-02-27 16:40:57,,,,,
1454,DAOS-58,,2016-04-06 05:55:52,,,,,
1455,DAOS-581,,2018-08-28 07:32:30,,,,,
1456,DAOS-582,,2018-02-27 16:45:26,,,,,
1457,DAOS-585,,2018-02-27 16:45:29,,,,,
1458,DAOS-586,,2018-02-27 17:16:40,,,,,
1459,DAOS-587,,2018-02-27 16:45:34,,,,,
1460,DAOS-59,,2016-04-06 05:58:26,,,,,
1461,DAOS-592,,2018-02-27 16:24:43,,,,,
1462,DAOS-593,,2018-02-27 17:16:46,,,,,
1463,DAOS-595,,2018-02-27 16:23:56,,,,,
1464,DAOS-596,,2018-02-27 16:27:59,,,,,
1465,DAOS-597,,2018-02-27 16:28:28,,,,,
1466,DAOS-598,,2018-02-27 16:28:49,,,,,
1467,DAOS-599,,2018-02-27 16:32:28,,,,,
1468,DAOS-60,,2016-04-06 06:01:07,,,,,
1469,DAOS-600,,2018-02-27 16:49:06,,,,,
1470,DAOS-601,,2018-02-27 16:49:03,,,,,
1471,DAOS-602,,2018-02-27 17:21:06,,,,,
1472,DAOS-603,,2018-02-27 17:21:07,,,,,
1473,DAOS-605,,2018-02-27 17:22:10,,,,,
1474,DAOS-606,,2018-02-27 17:20:06,,,,,
1475,DAOS-607,,2018-02-27 17:23:58,,,,,
1476,DAOS-608,,2018-02-27 17:26:50,,,,,
1477,DAOS-61,,2016-04-06 06:15:30,,,,,
1478,DAOS-611,,2018-01-25 14:33:56,,,,,
1479,DAOS-613,,2018-03-29 14:39:14,,,,,
1480,DAOS-616,,2018-03-14 11:56:23,,,,,
1481,DAOS-618,,2018-03-01 12:40:41,,,,,
1482,DAOS-619,,2018-03-01 12:41:23,,,,,
1483,DAOS-62,,2016-04-06 06:55:41,,,,,
1484,DAOS-620,,2018-03-01 12:42:08,,,,,
1485,DAOS-622,,2018-03-01 12:47:30,,,,,
1486,DAOS-625,,2018-03-07 08:04:55,,,,,
1487,DAOS-626,,2018-03-07 11:08:41,,,,,
1488,DAOS-627,,2018-03-22 15:02:58,,,,,
1489,DAOS-63,,2016-04-06 11:38:05,,,,,
1490,DAOS-630,,2018-03-07 09:32:11,,,,,
1491,DAOS-632,,2018-03-07 11:05:31,,,,,
1492,DAOS-633,,2018-03-07 11:08:31,,,,,
1493,DAOS-635,,2018-03-14 11:56:58,,,,,
1494,DAOS-639,,2018-03-11 21:21:59,,,,,
1495,DAOS-641,,2020-01-22 10:52:50,,,,,
1496,DAOS-643,,2020-01-22 10:52:49,,,,,
1497,DAOS-646,,2018-06-05 10:54:04,,,,,
1498,DAOS-6464,,2021-01-11 19:44:53,,,,,
1499,DAOS-6465,,2021-01-11 19:44:57,,,,,
1500,DAOS-6466,,2021-01-11 19:45:00,,,,,
1501,DAOS-647,DAOS-647,2018-12-18 12:55:57,2022-03-10 07:57:13,,This issue implements SRS-194,Link,0.0
1502,DAOS-648,,2020-01-22 10:52:50,,,,,
1503,DAOS-649,,2018-06-19 10:17:11,,,,,
1504,DAOS-650,,2018-06-05 10:54:54,,,,,
1505,DAOS-653,,2018-12-18 12:41:21,,,,,
1506,DAOS-654,,2018-11-28 11:26:03,,,,,
1507,DAOS-655,,2018-11-27 14:51:20,,,,,
1508,DAOS-657,,2018-12-18 12:53:43,,,,,
1509,DAOS-658,,2018-12-18 12:53:44,,,,,
1510,DAOS-66,,2016-04-06 11:43:28,,,,,
1511,DAOS-668,,2018-03-12 16:16:58,,,,,
1512,DAOS-67,,2016-04-06 11:46:22,,,,,
1513,DAOS-674,,2018-03-14 12:11:11,,,,,
1514,DAOS-676,,2018-03-14 11:55:49,,,,,
1515,DAOS-677,,2018-03-14 12:10:45,,,,,
1516,DAOS-678,,2018-03-14 11:52:47,,,,,
1517,DAOS-679,,2018-03-14 11:55:53,,,,,
1518,DAOS-68,,2016-04-06 11:49:14,,,,,
1519,DAOS-680,,2018-03-14 12:06:19,,,,,
1520,DAOS-682,,2018-03-14 12:08:53,,,,,
1521,DAOS-683,,2018-03-14 12:19:17,,,,,
1522,DAOS-684,,2018-03-14 12:22:18,,,,,
1523,DAOS-687,,2018-03-27 16:18:57,,,,,
1524,DAOS-689,,2018-08-15 14:42:58,,,,,
1525,DAOS-693,,2018-04-10 17:29:27,,,,,
1526,DAOS-695,,2018-03-16 11:01:17,,,,,
1527,DAOS-696,,2018-04-24 08:42:50,,,,,
1528,DAOS-697,,2018-03-16 11:01:26,,,,,
1529,DAOS-698,,2018-03-16 11:01:30,,,,,
1530,DAOS-70,,2016-04-06 11:53:10,,,,,
1531,DAOS-700,,2018-04-24 08:46:37,,,,,
1532,DAOS-701,,2018-03-16 10:59:29,,,,,
1533,DAOS-703,,2018-03-19 09:01:37,,,,,
1534,DAOS-704,,2018-03-19 09:02:28,,,,,
1535,DAOS-705,,2018-03-19 09:03:18,,,,,
1536,DAOS-707,,2018-03-27 16:11:11,,,,,
1537,DAOS-71,,2016-04-06 11:57:10,,,,,
1538,DAOS-72,,2016-04-06 11:59:38,,,,,
1539,DAOS-722,,2020-01-22 10:57:12,,,,,
1540,DAOS-723,,2020-01-22 10:57:29,,,,,
1541,DAOS-726,,2018-03-21 13:07:49,,,,,
1542,DAOS-730,,2018-03-22 17:16:53,,,,,
1543,DAOS-732,,2018-03-27 15:06:17,,,,,
1544,DAOS-733,,2018-03-26 08:45:11,,,,,
1545,DAOS-734,,2018-03-26 09:13:38,,,,,
1546,DAOS-737,,2018-03-26 15:08:04,,,,,
1547,DAOS-739,,2018-03-27 07:33:46,,,,,
1548,DAOS-747,,2018-03-27 15:08:04,,,,,
1549,DAOS-748,,2018-03-27 16:16:42,,,,,
1550,DAOS-749,,2018-03-27 16:16:42,,,,,
1551,DAOS-751,,2018-03-27 16:17:46,,,,,
1552,DAOS-753,,2018-03-27 16:25:51,,,,,
1553,DAOS-754,,2018-03-27 16:27:09,,,,,
1554,DAOS-755,,2018-03-27 16:34:02,,,,,
1555,DAOS-756,,2018-03-27 16:37:13,,,,,
1556,DAOS-759,,2018-03-27 17:15:58,,,,,
1557,DAOS-76,,2016-04-06 12:15:26,,,,,
1558,DAOS-760,,2018-03-27 17:19:16,,,,,
1559,DAOS-761,,2018-03-27 17:21:51,,,,,
1560,DAOS-762,,2018-03-27 17:22:24,,,,,
1561,DAOS-763,,2018-03-28 02:20:17,,,,,
1562,DAOS-764,,2018-03-28 18:52:50,,,,,
1563,DAOS-765,,2018-05-22 16:33:27,,,,,
1564,DAOS-77,,2016-04-06 12:24:53,,,,,
1565,DAOS-771,,2018-05-22 15:08:06,,,,,
1566,DAOS-772,,2018-04-02 12:11:34,,,,,
1567,DAOS-777,,2018-04-02 13:53:45,,,,,
1568,DAOS-778,,2018-04-03 13:20:35,,,,,
1569,DAOS-779,,2018-05-22 13:59:11,,,,,
1570,DAOS-782,,2018-04-06 10:15:50,,,,,
1571,DAOS-784,,2018-04-09 08:56:39,,,,,
1572,DAOS-788,,2018-04-10 08:34:58,,,,,
1573,DAOS-789,,2018-04-10 08:40:41,,,,,
1574,DAOS-790,,2018-04-10 08:44:09,,,,,
1575,DAOS-791,,2018-04-10 08:47:53,,,,,
1576,DAOS-792,,2018-04-10 16:36:25,,,,,
1577,DAOS-793,,2018-04-10 16:36:27,,,,,
1578,DAOS-794,,2018-04-10 16:36:32,,,,,
1579,DAOS-795,,2018-04-10 16:43:16,,,,,
1580,DAOS-797,,2018-04-10 16:33:09,,,,,
1581,DAOS-798,,2018-04-10 16:35:23,,,,,
1582,DAOS-799,,2018-04-10 16:38:41,,,,,
1583,DAOS-80,,2016-04-06 12:39:00,,,,,
1584,DAOS-800,,2018-04-10 16:40:03,,,,,
1585,DAOS-802,,2018-04-10 16:49:41,,,,,
1586,DAOS-803,,2018-04-10 16:55:47,,,,,
1587,DAOS-804,,2018-04-10 17:24:36,,,,,
1588,DAOS-805,,2018-04-10 17:25:49,,,,,
1589,DAOS-806,,2018-04-10 17:26:53,,,,,
1590,DAOS-807,,2018-04-10 18:20:20,,,,,
1591,DAOS-81,,2016-04-06 12:40:40,,,,,
1592,DAOS-810,,2018-05-22 17:15:21,,,,,
1593,DAOS-813,,2018-04-16 10:21:15,,,,,
1594,DAOS-814,,2018-04-24 16:06:24,,,,,
1595,DAOS-815,,2018-05-08 15:52:45,,,,,
1596,DAOS-816,,2018-04-24 16:06:31,,,,,
1597,DAOS-817,,2018-05-22 14:01:18,,,,,
1598,DAOS-818,,2018-04-23 09:41:04,,,,,
1599,DAOS-819,,2018-05-08 15:52:39,,,,,
1600,DAOS-82,,2016-04-06 12:42:02,,,,,
1601,DAOS-820,,2018-05-03 14:47:46,,,,,
1602,DAOS-821,,2018-06-04 12:31:39,,,,,
1603,DAOS-822,,2018-04-24 16:05:34,,,,,
1604,DAOS-824,,2018-04-17 08:54:07,,,,,
1605,DAOS-825,,2018-04-24 17:31:29,,,,,
1606,DAOS-829,,2018-04-18 12:54:54,,,,,
1607,DAOS-83,,2016-04-06 12:43:30,,,,,
1608,DAOS-831,,2018-05-22 13:55:41,,,,,
1609,DAOS-832,,2018-06-04 12:31:43,,,,,
1610,DAOS-839,,2018-04-24 17:33:16,,,,,
1611,DAOS-842,,2019-08-07 14:28:37,,,,,
1612,DAOS-843,,2019-08-07 14:39:34,,,,,
1613,DAOS-844,,2019-08-07 14:27:12,,,,,
1614,DAOS-847,,2018-07-17 17:11:35,,,,,
1615,DAOS-848,,2018-07-17 17:12:12,,,,,
1616,DAOS-849,,2018-04-19 12:53:46,,,,,
1617,DAOS-85,,2016-04-19 06:38:19,,,,,
1618,DAOS-850,,2018-04-19 09:31:13,,,,,
1619,DAOS-851,,2018-04-19 12:56:00,,,,,
1620,DAOS-852,,2018-04-19 12:58:56,,,,,
1621,DAOS-853,,2018-04-19 13:03:53,,,,,
1622,DAOS-855,,2018-04-25 08:55:38,,,,,
1623,DAOS-856,,2018-04-24 08:48:43,,,,,
1624,DAOS-857,,2018-04-24 08:50:59,,,,,
1625,DAOS-858,,2018-04-24 08:58:15,,,,,
1626,DAOS-859,,2018-04-24 16:42:04,,,,,
1627,DAOS-86,,2016-04-19 09:41:57,,,,,
1628,DAOS-860,,2018-04-24 16:42:04,,,,,
1629,DAOS-863,,2020-01-22 10:57:30,,,,,
1630,DAOS-865,,2020-01-22 10:52:53,,,,,
1631,DAOS-866,,2020-01-22 10:52:30,,,,,
1632,DAOS-867,,2020-01-22 10:52:54,,,,,
1633,DAOS-868,,2020-01-22 10:52:32,,,,,
1634,DAOS-869,,2020-01-22 10:52:35,,,,,
1635,DAOS-87,,2016-04-21 06:51:02,,,,,
1636,DAOS-870,,2018-04-24 17:33:40,,,,,
1637,DAOS-871,,2018-04-24 16:10:36,,,,,
1638,DAOS-873,,2018-04-24 16:47:29,,,,,
1639,DAOS-874,,2018-04-24 16:46:27,,,,,
1640,DAOS-875,,2018-05-08 17:16:14,,,,,
1641,DAOS-876,,2018-04-24 17:16:58,,,,,
1642,DAOS-877,,2018-06-05 17:17:30,,,,,
1643,DAOS-878,,2018-04-24 17:16:59,,,,,
1644,DAOS-879,,2018-04-24 17:22:27,,,,,
1645,DAOS-88,,2016-04-28 04:45:52,,,,,
1646,DAOS-880,,2018-04-24 17:19:11,,,,,
1647,DAOS-881,,2018-04-24 17:22:06,,,,,
1648,DAOS-882,,2018-04-24 17:25:01,,,,,
1649,DAOS-884,,2018-04-24 17:28:31,,,,,
1650,DAOS-89,,2016-04-28 09:29:53,,,,,
1651,DAOS-890,,2018-04-27 10:28:27,,,,,
1652,DAOS-894,,2018-05-02 09:30:21,,,,,
1653,DAOS-895,,2018-05-02 09:36:50,,,,,
1654,DAOS-898,,2018-05-02 14:29:15,,,,,
1655,DAOS-903,,2018-05-08 16:35:38,,,,,
1656,DAOS-905,,2018-05-23 10:16:41,,,,,
1657,DAOS-906,,2018-05-16 10:16:02,,,,,
1658,DAOS-907,,2018-05-08 14:43:14,,,,,
1659,DAOS-908,,2020-01-22 10:57:21,,,,,
1660,DAOS-909,,2020-01-22 10:57:28,,,,,
1661,DAOS-91,,2016-05-17 05:59:46,,,,,
1662,DAOS-910,,2020-01-22 10:57:38,,,,,
1663,DAOS-913,,2018-05-08 15:52:52,,,,,
1664,DAOS-914,,2018-05-08 16:19:57,,,,,
1665,DAOS-9151,DAOS-9151,2019-08-07 11:25:47,2022-07-18 10:53:03,This issue is related to SRE-30,,Link,0.0
1666,DAOS-9151,DAOS-9151,2019-08-07 11:25:47,2022-07-18 10:52:53,,This issue has to be done before SRE-30,Link,0.0
1667,DAOS-9151,DAOS-9151,2019-08-07 11:25:47,2022-06-09 12:34:49,,This issue is related to CORCI-1214,Link,0.0
1668,DAOS-9151,DAOS-9151,2019-08-07 11:25:47,2022-06-09 02:17:03,,This issue is related to DCO-10287,Link,0.0
1669,DAOS-917,,2018-05-08 15:36:53,,,,,
1670,DAOS-918,,2018-05-08 16:16:38,,,,,
1671,DAOS-919,,2018-05-08 16:06:23,,,,,
1672,DAOS-92,,2016-05-24 16:02:42,,,,,
1673,DAOS-920,,2018-05-08 16:08:25,,,,,
1674,DAOS-921,,2018-05-08 16:10:13,,,,,
1675,DAOS-922,,2018-05-08 16:13:36,,,,,
1676,DAOS-924,,2018-05-08 16:23:56,,,,,
1677,DAOS-925,,2018-05-08 16:25:48,,,,,
1678,DAOS-926,,2018-05-08 16:40:08,,,,,
1679,DAOS-927,,2018-05-08 16:41:47,,,,,
1680,DAOS-928,,2018-05-08 17:04:23,,,,,
1681,DAOS-929,,2018-05-08 17:18:03,,,,,
1682,DAOS-93,,2016-06-21 23:51:18,,,,,
1683,DAOS-930,,2018-05-08 17:19:56,,,,,
1684,DAOS-931,,2018-05-08 17:20:16,,,,,
1685,DAOS-932,,2018-05-08 17:23:22,,,,,
1686,DAOS-933,,2018-05-08 17:24:48,,,,,
1687,DAOS-934,,2018-05-08 17:27:35,,,,,
1688,DAOS-936,,2018-05-09 12:36:43,,,,,
1689,DAOS-94,,2016-06-21 23:51:23,,,,,
1690,DAOS-940,,2018-06-05 15:32:35,,,,,
1691,DAOS-942,,2018-05-14 15:26:29,,,,,
1692,DAOS-948,,2018-05-17 16:32:29,,,,,
1693,DAOS-949,,2018-05-17 16:41:01,,,,,
1694,DAOS-950,,2018-05-18 08:48:49,,,,,
1695,DAOS-951,,2019-07-29 16:29:21,,,,,
1696,DAOS-957,,2018-05-22 10:14:27,,,,,
1697,DAOS-958,,2018-05-22 10:16:05,,,,,
1698,DAOS-959,,2018-05-22 10:17:53,,,,,
1699,DAOS-96,,2016-05-30 23:17:23,,,,,
1700,DAOS-960,,2018-05-22 16:34:25,,,,,
1701,DAOS-961,,2018-05-22 16:34:25,,,,,
1702,DAOS-964,,2018-05-22 12:09:14,,,,,
1703,DAOS-965,,2018-05-22 13:54:23,,,,,
1704,DAOS-966,,2018-05-22 14:00:41,,,,,
1705,DAOS-967,,2018-05-22 17:20:11,,,,,
1706,DAOS-968,,2018-05-22 17:20:14,,,,,
1707,DAOS-969,,2018-05-22 17:20:14,,,,,
1708,DAOS-97,,2016-05-31 06:05:10,,,,,
1709,DAOS-970,,2018-05-22 15:05:46,,,,,
1710,DAOS-971,,2018-05-22 15:05:46,,,,,
1711,DAOS-973,,2018-05-22 15:05:46,,,,,
1712,DAOS-974,,2018-05-22 15:23:45,,,,,
1713,DAOS-975,,2018-05-22 16:27:04,,,,,
1714,DAOS-976,,2018-05-22 16:39:12,,,,,
1715,DAOS-977,,2018-05-22 16:49:16,,,,,
1716,DAOS-979,,2018-05-22 17:18:16,,,,,
1717,DAOS-98,,2016-05-31 06:28:15,,,,,
1718,DAOS-980,,2018-05-22 17:19:36,,,,,
1719,DAOS-981,,2018-05-23 10:16:27,,,,,
1720,DAOS-985,,2018-05-24 13:56:10,,,,,
1721,DAOS-992,,2018-05-31 08:49:18,,,,,
1722,DAOS-994,,2018-06-01 09:31:24,,,,,
1723,DAOS-995,,2018-06-01 09:31:08,,,,,
1724,DAOS-996,,2018-08-29 11:42:26,,,,,
1725,DAOS-997,,2018-06-05 10:08:15,,,,,
1726,DAOS-999,,2018-06-01 13:31:58,,,,,
