,k_unstable,AUC_PRC_Rnd,AUC_PRC_RF,AUC_PRC_NN,AUC_PRC_XG,AUC_ROC_Rnd,AUC_ROC_RF,AUC_ROC_NN,AUC_ROC_XG,Acc_Rnd,Acc_RF,Acc_NN,Acc_XG
0,5,0.0918794233979206,0.240874852204021,0.0762034916417491,0.192137654969619,0.5132890365448505,0.6715116279069767,0.3472799003322259,0.6605066445182726,0.5135135135135135,0.9069069069069068,0.9039039039039038,0.9039039039039038
1,10,0.0683085744292704,0.1870247912007088,0.0730789022197726,0.1698460859829401,0.3942831215970961,0.720508166969147,0.3652450090744102,0.6810344827586207,0.4924924924924925,0.9129129129129128,0.9129129129129128,0.9129129129129128
2,15,0.0607863737960895,0.234707632353168,0.0482620193131797,0.2892716658428682,0.4296116504854369,0.7661812297734628,0.296655879180151,0.8025889967637541,0.4564564564564564,0.927927927927928,0.927927927927928,0.927927927927928
3,20,0.0816811279102139,0.2205138492884468,0.0443295269178262,0.1976471008950875,0.5631394329143525,0.7410114001753874,0.3015200233849751,0.6971645717626425,0.4984984984984985,0.933933933933934,0.933933933933934,0.9369369369369368
