project_key,usability_label,features,feature_importance,accuracy_rf,confusion_matrix_rf,classification_report_rf,area_under_pre_recall_curve_rf,avg_precision_rf,area_under_roc_curve_rf,y_pred_rf,num_trees,max_features,max_depth,min_samples_split,min_samples_leaf,bootstrap,random_state,class_weight
Apache,is_change_text_num_words_15,"['num_headlines', 'num_question_marks', 'has_template', 'len_sum_desc', 'num_sentences', 'num_words', 'has_acceptance_criteria', 'avg_word_len', 'avg_num_word_in_sentence', 'len_description', 'num_stopwords', 'num_issues_cretor_prev', 'num_comments_before_sprint', 'num_changes_text_before_sprint', 'num_changes_story_point_before_sprint', 'original_story_points_sprint', 'time_until_add_sprint', 'block', 'block_by', 'duplicate', 'relates', 'duplicate_by', 'ratio_unusable_issues_text_by_previous', 'BERT_5_instability', 'BERT_10_instability', 'BERT_15_instability', 'BERT_20_instability', 'dominant_topic_1', 'dominant_topic_2']",0,0.6231135312216393,"[[625.81373265 141.18626735]
 [436.95757576 330.04242424]]","              precision    recall  f1-score   support

           0       0.59      0.82      0.68 766.9999999999848
           1       0.70      0.43      0.53 766.999999999998

    accuracy                           0.62 1533.9999999999827
   macro avg       0.64      0.62      0.61 1533.9999999999827
weighted avg       0.64      0.62      0.61 1533.9999999999827
",0.6818832842994884,0.6865914921052754,0.6978506762290532,[0 0 0 ... 0 0 0],400,log2,110,50,100,True,2,
