source	job_id	results	log	sbatch
Apache	21441503	/home/yakovelm/Master/Tasks/jira-url-to-instability-model/cluster_runs/20260917-223051/apache/results	/home/yakovelm/Master/Tasks/jira-url-to-instability-model/cluster_runs/20260917-223051/apache/logs/job-%J.out	/home/yakovelm/Master/Tasks/jira-url-to-instability-model/cluster_runs/20260917-223051/apache/submit.sbatch
Hyperledger	21441504	/home/yakovelm/Master/Tasks/jira-url-to-instability-model/cluster_runs/20260917-223051/hyperledger/results	/home/yakovelm/Master/Tasks/jira-url-to-instability-model/cluster_runs/20260917-223051/hyperledger/logs/job-%J.out	/home/yakovelm/Master/Tasks/jira-url-to-instability-model/cluster_runs/20260917-223051/hyperledger/submit.sbatch
IntelDAOS	21441505	/home/yakovelm/Master/Tasks/jira-url-to-instability-model/cluster_runs/20260917-223051/inteldaos/results	/home/yakovelm/Master/Tasks/jira-url-to-instability-model/cluster_runs/20260917-223051/inteldaos/logs/job-%J.out	/home/yakovelm/Master/Tasks/jira-url-to-instability-model/cluster_runs/20260917-223051/inteldaos/submit.sbatch
Jira	21441506	/home/yakovelm/Master/Tasks/jira-url-to-instability-model/cluster_runs/20260917-223051/jira/results	/home/yakovelm/Master/Tasks/jira-url-to-instability-model/cluster_runs/20260917-223051/jira/logs/job-%J.out	/home/yakovelm/Master/Tasks/jira-url-to-instability-model/cluster_runs/20260917-223051/jira/submit.sbatch
MariaDB	21441507	/home/yakovelm/Master/Tasks/jira-url-to-instability-model/cluster_runs/20260917-223051/mariadb/results	/home/yakovelm/Master/Tasks/jira-url-to-instability-model/cluster_runs/20260917-223051/mariadb/logs/job-%J.out	/home/yakovelm/Master/Tasks/jira-url-to-instability-model/cluster_runs/20260917-223051/mariadb/submit.sbatch
Qt	21441508	/home/yakovelm/Master/Tasks/jira-url-to-instability-model/cluster_runs/20260917-223051/qt/results	/home/yakovelm/Master/Tasks/jira-url-to-instability-model/cluster_runs/20260917-223051/qt/logs/job-%J.out	/home/yakovelm/Master/Tasks/jira-url-to-instability-model/cluster_runs/20260917-223051/qt/submit.sbatch
