issue_key,issue_type,project_key,created,time_add_to_sprint,creator,priority,original_summary_sprint,original_description_sprint,original_acceptance_criteria_sprint,original_story_points_sprint,num_comments_before_sprint,num_changes_text_before_sprint,num_changes_story_point_before_sprint,time_until_add_to_sprint,num_changes_summary_description_acceptance_sprint,num_different_words_all_text_sprint,is_change_text_num_words_5,is_change_text_num_words_10,is_change_text_num_words_15,is_change_text_num_words_20,num_issues_cretor_prev
BSERV-2826,Suggestion,BSERV,2012-07-18 04:44:48.761,2015-01-19 22:40:32.331,sruiz,,A user can edit the commit message when merging a pull request,"When merging a pull request, it would be useful to be able to edit the commit message for the pull request merge.",,,23,3,1,1318675.7261666665,0,0,0,0,0,0,0
